steam_id_number,game_title,release_month,release_year,release_price,lowest_estimated_owners_number,highest_estimated_owners_number,average_estimated_owners_number,developer,publisher
8977,World's End Club,November,2021,29.99,"20,000","20,000","20,000","IzanagiGames, Too Kyo Games, Grounding Inc., ESQUADRA,inc.",IzanagiGames
8978,Deadly Flare,March,2022,13.99,"20,000","20,000","20,000",Green Grass Games,Green Grass Games
8979,Othello：Daynight Time Clash,June,2022,1.99,"20,000","20,000","20,000",King Moon,King Moon
8980,Saviors of Sapphire Wings / Stranger of Sword City Revisited,March,2021,49.99,"20,000","20,000","20,000","Experience Inc., Codeglue","NIS America, Inc."
8981,Big Day,October,2018,9.99,"20,000","50,000","35,000",Sonic Shield,Zodiac Interactive
8982,Holy Avatar vs. Maidens of the Dead,February,2014,1.99,"50,000","100,000","75,000",Silent Dreams,Headup
8983,Numen: Contest of Heroes,June,2010,7.99,"50,000","100,000","75,000","CINEMAX, s.r.o.","CINEMAX, s.r.o."
8984,Space Bob vs. The Replicons,September,2018,4.49,"20,000","50,000","35,000",Intravenous Software,Independent
8985,Demon's Rise - War for the Deep,April,2018,6.99,"20,000","20,000","20,000",Wave Light Games Inc.,Wave Light Games Inc.
8986,Stories of Bethem: Full Moon,December,2015,4.99,"20,000","20,000","20,000",GuGames Development,GuGames Development
8987,Monkey Slap,February,2018,1.99,"20,000","20,000","20,000",Motiro,Bitlock Studio
8988,Holomento,April,2022,19.99,"20,000","20,000","20,000",Sean Weech,Deck13
8989,ClickRaid2,April,2020,9.99,"20,000","20,000","20,000",Slikey Games,Slikey Games
8990,Voice of Cards: The Forsaken Maiden,February,2022,20.99,"20,000","20,000","20,000",Square Enix,Square Enix
8991,幻想三国志2,January,2022,3.99,"20,000","20,000","20,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
8992,HelixVision,September,2019,4.99,"20,000","50,000","35,000","Bo3b Johnson, Markus Gündert",Bo3b Johnson
8993,Super Dungeon Run,July,2015,4.99,"20,000","20,000","20,000",Proper Games,Proper Games
8994,ПОСЛЕДНИЙ ДЕНЬ В УРЮПИНСКЕ,December,2021,0.49,"20,000","20,000","20,000",Boom Games,Boom Games
8995,Dark Shadows - Army of Evil,March,2014,4.99,"200,000","500,000","350,000",Burian Media Enterprises,Volens Nolens Games
8996,NOeSIS Ⅱ-人间无常（先行版）,June,2021,2.99,"20,000","20,000","20,000",Red × Balloon,Red × Balloon
8997,封神外传,November,2021,4.99,"20,000","20,000","20,000",BETA,BETA
8998,Cardinal Quest 2,November,2015,4.99,"20,000","20,000","20,000",Randomnine Ltd,Randomnine Ltd
8999,The Days Without Gods,August,2022,6.99,"20,000","20,000","20,000",季森造纸工坊,WindField Games
9000,Cardnarok: Raid with Gods,May,2021,19.99,"20,000","20,000","20,000",Greedy Wolf Studio,"Greedy Wolf Studio, HeartBeat Games, Light of Creators"
9001,Telepath Tactics,April,2015,14.99,"20,000","20,000","20,000",Sinister Design,Sinister Design
9002,Zafehouse Diaries 2,June,2017,6.99,"20,000","50,000","35,000",Screwfly Studios,Big Fish Games
9003,The Dead End,May,2022,11.99,"20,000","20,000","20,000",P.+,Kagura Games
9004,Deepest Chamber,July,2021,12.99,"20,000","20,000","20,000",Balcony Softworks,Those Awesome Guys
9005,Beautiful Feet Cabin,April,2020,4.99,"20,000","20,000","20,000",MAGame,MAGame
9006,Live Empire 2,December,2021,5.99,"20,000","20,000","20,000",Happy Max,Happy Max
9007,约拍女神 Private Model,May,2019,4.99,"20,000","20,000","20,000",MCGame,MCGame
9008,Ancient Siberia,December,2017,14.99,"20,000","20,000","20,000",Valga Games Studio,Valga Games Studio
9009,The Greater Good,October,2018,4.99,"20,000","20,000","20,000",Sam Enright,Sam Enright
9010,恋爱总动员/Love Date,June,2019,0.99,"20,000","20,000","20,000","F191, 中闻影视","F191, 中闻影视"
9011,Steel Rain,December,2015,9.99,"20,000","50,000","35,000","PolarityFlow, Adrian Zingg",PolarityFlow
9012,Yaengard,May,2022,24.99,"20,000","20,000","20,000",Planeshift Interactive,Planeshift Interactive
9013,Merge & Blade,June,2021,5.99,"20,000","50,000","35,000",Magic Cube,Magic Cube
9014,Wonder Boy: Asha in Monster World,June,2021,17.49,"20,000","20,000","20,000","G CHOICE, Monkey Craft",G CHOICE / STUDIOARTDINK
9015,PHAGEBORN Online Card Game,February,2020,0,"20,000","20,000","20,000",Games Revolted,Jetpack Collective
9016,Nasty Rogue,December,2019,10.99,"20,000","50,000","35,000",Yann Picard,Yann Picard
9017,法利恩戰記（Furion Chronicles）,March,2020,4.99,"20,000","20,000","20,000",Minstrel Studio,Minstrel Studio
9018,ANIME WORLD,August,2020,0.99,"20,000","50,000","35,000",Saburo Studio,玫瑰工作室
9019,Deep Space,November,2020,0.79,"20,000","20,000","20,000",Axe Games,Enoops
9020,Stay Alive: Apocalypse,January,2018,19.99,"20,000","20,000","20,000",Mehan Games,Mehan Games
9021,Fallen: A2P Protocol,August,2015,9.99,"50,000","100,000","75,000",Red Katana,Red Katana
9022,Guns of Infinity,March,2016,4.99,"20,000","20,000","20,000",Hosted Games,Hosted Games
9023,Rainbow Reactor,May,2019,14.99,"20,000","20,000","20,000","Tunermaxx Media GmbH, Muikkumedia Oy",Tunermaxx Media GmbH
9024,Isekai Succubus ~My Genderbent Saga in Another World~,January,2022,9.74,"20,000","50,000","35,000",Sakura Mangekyou,Eroge Japan
9025,The Red Lantern,December,2021,24.99,"20,000","20,000","20,000",Timberline Studio,Timberline Studio
9026,Mira and the Mysteries of Alchemy,October,2020,13.99,"20,000","20,000","20,000",dieselmine,Kagura Games
9027,Magical Swordmaiden,December,2020,14.99,"20,000","20,000","20,000",Lunasoft,"Kagura Games, MangaGamer"
9028,蜜汁女孩 Juice Girl,April,2019,1.99,"20,000","20,000","20,000",TeamTOCH,TeamTOCH
9029,Record of Agarest War Mariage,January,2019,14.99,"20,000","20,000","20,000","Idea Factory, Preapp Partners","Idea Factory International, Inc."
9030,Smugglers 5,April,2014,9.99,"50,000","100,000","75,000",Niels Bauer Games,Niels Bauer Games
9031,Rise of Ages,January,2019,16.99,"20,000","50,000","35,000",Anguis Game Studio,99Gamers Digital
9032,Hack and Slime,June,2022,4.99,"20,000","20,000","20,000","BULLWARESOFT, SpoonBox Studio",BULLWARESOFT
9033,The Golden Rose: Book One,June,2022,9.99,"20,000","20,000","20,000",Hosted Games,Hosted Games
9034,Thorne - Son of Slaves (Ep.2),August,2016,3.99,"50,000","100,000","75,000",Thorne Games,Aldorlea Games
9035,Boot Hill Heroes,October,2014,8.99,"20,000","20,000","20,000",Experimental Gamer Studios,Experimental Gamer Studios
9036,BloodLust 2: Nemesis,March,2020,12.99,"20,000","20,000","20,000",WRF Studios,WRF Studios
9037,God of Word,September,2016,4.99,"20,000","50,000","35,000",Mega Dwarf Inc.,Mega Dwarf Inc.
9038,VR GirlFriend,December,2016,9.99,"20,000","20,000","20,000","Silver Moon Internet, 银月网络","Silver Moon Internet, 银月网络"
9039,Outrage,April,2016,3.99,"50,000","100,000","75,000",Astronomic Games,New Reality Games
9040,Landless,May,2017,14.99,"20,000","20,000","20,000",CodeBullet,CodeBullet
9041,Police Enforcement VR : 1-King-27,June,2018,4.49,"100,000","200,000","150,000",Karnage Gaming,Karnage Gaming
9042,Stonekeep,November,1995,9.99,"20,000","20,000","20,000",Interplay,Interplay
9043,Evening Starter,June,2021,11.99,"20,000","20,000","20,000",baron sengia,Kagura Games
9044,Conception PLUS: Maidens of the Twelve Stars,November,2019,59.99,"20,000","20,000","20,000","Spike Chunsoft Co., Ltd.","Spike Chunsoft Co., Ltd."
9045,Soul Smith of the Kingdom,May,2018,6.99,"20,000","50,000","35,000",Inu to Neko,Starship Studio
9046,Claustrophobia: The Downward Struggle,September,2014,4.99,"20,000","50,000","35,000",The Indie Forge,The Indie Forge
9047,Lenin - The Lion,September,2019,11.99,"20,000","20,000","20,000",Lornyon,Lornyon
9048,My Holiday 2,October,2020,7.99,"20,000","20,000","20,000",StellarXiela,StellarXiela
9049,Infinite Adventures,October,2018,14.99,"20,000","20,000","20,000",Stormseeker Games,Stormseeker Games
9050,Ticket to Earth,June,2017,14.99,"20,000","20,000","20,000",Robot Circus,Robot Circus
9051,Crimson Colosseum,July,2021,11.24,"20,000","20,000","20,000",Enokippu,Kagura Games
9052,奇幻与砍杀2 Fantasy & Blade Ⅱ,October,2019,3.03,"20,000","20,000","20,000",绝汪,绝汪
9053,AKIBA'S TRIP: Hellbound & Debriefed,July,2021,29.99,"20,000","20,000","20,000",ACQUIRE Corp.,"XSEED Games, Marvelous USA, Inc."
9054,Blacksmith of the Sand Kingdom,January,2021,19.99,"20,000","20,000","20,000","Rideon,Inc.",KEMCO
9055,云聚：失落的魔法 Magic Ganglia,August,2019,13.99,"20,000","20,000","20,000",Guangzhou yimi information technology company,Guangzhou yimi information technology company
9056,2017 VR,May,2017,19.99,"20,000","20,000","20,000",Tungsten Games,Tungsten Games
9057,Fable of the Sword,February,2018,1.99,"20,000","20,000","20,000",蔷薇千墨游戏组,SakuraGame
9058,1Quest,December,2014,3.99,"50,000","100,000","75,000","Ratz 'N' Godz, Storybird Games",Ratz 'N' Godz
9059,FRONTIERS,January,2020,14.99,"20,000","50,000","35,000",AAD Productions,AAD Productions
9060,惊险极速,November,2021,6.99,"20,000","20,000","20,000",个人,个人
9061,Choice of the Pirate,May,2016,3.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9062,"After I met that catgirl, my questlist got too long!",February,2021,12.99,"20,000","20,000","20,000",Rascal Devworks,Rascal Devworks
9063,Tales of Monkey Island Complete Pack: Chapter 2 - The Siege of Spinner Cay,August,2009,14.99,"20,000","20,000","20,000",Telltale,Telltale
9064,Deadly Sin 2,July,2010,4.99,"100,000","200,000","150,000",Dancing Dragon Games,Komodo
9065,Eschalon: Book II,May,2010,5.99,"50,000","100,000","75,000",Basilisk Games,Basilisk Games
9066,Мухосранск | Russian City Sim,July,2021,0.49,"20,000","20,000","20,000",Boom Games,Boom Games
9067,Vampire: The Masquerade — Out for Blood,July,2021,11.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9068,Tyrant's Blessing,August,2022,15.99,"20,000","20,000","20,000",Mercury Game Studio,Freedom Games
9069,Empire of Ember,January,2022,24.99,"20,000","20,000","20,000",Poleaxe Games LLC,"Poleaxe Games LLC, Forthright Entertainment"
9070,Brookhaven Grimoire,February,2022,14.99,"20,000","20,000","20,000",Little_Amethyst,Little_Amethyst
9071,Rime Berta,December,2014,14.99,"20,000","50,000","35,000",NEXT-SOFT+,PLAYISM
9072,Werewolves Within,December,2016,19.99,"20,000","20,000","20,000",Ubisoft,Ubisoft
9073,Stone Rage,August,2020,11.99,"20,000","20,000","20,000",Mountainwheel Games,Mountainwheel Games
9074,Dad's Monster House,September,2021,2.99,"20,000","20,000","20,000",Cotton Game,Cotton Game
9075,Blocked and Loaded,February,2018,1.99,"20,000","20,000","20,000",Chris Antoni,Chris Antoni
9076,Below Kryll,September,2015,4.99,"20,000","20,000","20,000",Team Kryll,Team Kryll
9077,Gods of the Fallen Land,July,2017,4.99,"20,000","50,000","35,000",Crow's Key Studios,Crow's Key Studios
9078,Dustbowl,May,2015,8.99,"20,000","20,000","20,000",The Pompous Pixel,The Pompous Pixel
9079,Trapped Dead: Lockdown,March,2015,9.99,"50,000","100,000","75,000",Bigmoon Studios,Headup Games
9080,Idle Civilization,November,2015,4.99,"20,000","20,000","20,000",Very Simple Idea Studios,Very Simple Idea Studios
9081,Chatventures,February,2020,2.99,"20,000","20,000","20,000",Sokpop Collective,Sokpop Collective
9082,Captive,April,2018,1.99,"20,000","20,000","20,000",Dead Inside Studio,Dead Inside Studio
9083,Heroes of the Three Kingdoms 6,November,2020,3.99,"20,000","50,000","35,000","USERJOY Technology Co.,Ltd.","USERJOY Technology Co.,Ltd."
9084,Diabolical,November,2015,3.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9085,It's A Wipe!,December,2014,4.99,"20,000","20,000","20,000","Parody Games, LLC","Parody Games, LLC"
9086,Die for Valhalla!,May,2018,2.39,"20,000","50,000","35,000",Monster Couch,Monster Couch
9087,Miss Lisette's Assassin Maid,September,2019,5.99,"20,000","50,000","35,000",Hasoyua,Kagura Games
9088,SAS,June,2018,14.99,"20,000","20,000","20,000",True Illusion Software,True Illusion Software
9089,BadLads,April,2020,12.99,"20,000","20,000","20,000",CHEMICAL HEADS STUDIOS,CHEMICAL HEADS STUDIOS
9090,The Elder Scrolls Online: High Isle,June,2022,39.99,"20,000","20,000","20,000",ZeniMax Online Studios,Bethesda Softworks
9091,LUNAR LICH/月球巫妖,September,2021,2.99,"20,000","50,000","35,000",Unknown sol3 worker,七彩绘色游戏
9092,The Hayseed Knight,December,2020,14.99,"20,000","20,000","20,000","Sandra ""Maxi"" Molina (SandraMJdev)","Sandra ""Maxi"" Molina (SandraMJdev)"
9093,The Legend of Heroes: Ao no Kiseki KAI,January,2022,34.99,"20,000","20,000","20,000",Nihon Falcom,Clouded Leopard Entertainment
9094,Silent Sector,February,2021,8.24,"20,000","20,000","20,000",Rake in Grass,Rake in Grass
9095,RAIN Project - a touhou fangame,June,2018,7.99,"20,000","20,000","20,000",Kirisame Jump,Kirisame Jump
9096,Fireworks Simulator: Realistic,March,2021,2.99,"20,000","20,000","20,000",SnowBaby Games,SnowBaby Games
9097,A Wise Use of Time,September,2015,5.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9098,Battle Mages: Sign of Darkness,April,2006,4.99,"20,000","50,000","35,000",Targem Games,ESDigital Games
9099,Soul Nomad & the World Eaters,August,2021,19.99,"20,000","50,000","35,000","Nippon Ichi Software, Inc., Codeglue","NIS America, Inc."
9100,Paranoia: Deliver Me,April,2020,1.99,"20,000","20,000","20,000","Heart-7 Culture Communication (Shanghai) Co., Ltd",SakuraGame
9101,King under the Mountain,November,2021,24.99,"20,000","50,000","35,000",Rocket Jump Technology,Rocket Jump Technology
9102,Forbidden Clicker Party,January,2018,2.99,"20,000","20,000","20,000",OneShark,OneShark
9103,Mahluk:Dark Demon,July,2016,1.99,"50,000","100,000","75,000",Serkan Bakar,Serkan Bakar
9104,Royal Bounty HD,August,2015,2.99,"20,000","20,000","20,000",iosoftware,Hack The Publisher
9105,Hurricane,March,2017,0.99,"20,000","50,000","35,000",Because I Can,Because I Can
9106,8-Bit Adventures 1: The Forgotten Journey Remastered Edition,May,2015,9.99,"20,000","50,000","35,000",Critical Games,Critical Games
9107,Dark Quest,January,2015,2.99,"20,000","50,000","35,000",Brain Seal Ltd,Brain Seal Ltd
9108,Incitement 3,August,2015,5.99,"50,000","100,000","75,000",Astronomic Games,New Reality Games
9109,Hieroglyphika,February,2016,9.99,"20,000","50,000","35,000",M. Hanka,Liu Lidan
9110,The Kotonoha Sisters and the Legend of Lysant Island,June,2021,16.99,"20,000","50,000","35,000",DeskClub Games,DeskClub Games
9111,HITOTSU NO MORI,January,2020,2.99,"20,000","20,000","20,000",ミナプラス,SakuraGame
9112,Three Fairies' Hoppin' Flappin' Great Journey!,August,2021,17.99,"20,000","20,000","20,000",yomogi_soft,Phoenixx Inc.
9113,No King No Kingdom,February,2020,14.99,"20,000","20,000","20,000",Fullmetal Developer,Fullmetal Developer
9114,Achievement Lurker: Dad Jokes,November,2017,1.99,"20,000","20,000","20,000",Perverse Games,Perverse Games
9115,Sentry Knight Tactics,October,2016,4.99,"20,000","20,000","20,000","Tyler Myers, Justin Wolf",Armor Games Studios
9116,Ortharion project,December,2020,19.99,"50,000","100,000","75,000",Ortharion project,Ortharion project
9117,Aveyond 3-1: Lord of Twilight,February,2014,9.99,"50,000","100,000","75,000","Amaranth Games, LLC",Komodo
9118,Baldo: The Guardian Owls,August,2021,24.99,"20,000","20,000","20,000",Naps Team,Naps Team
9119,AI Dungeon,January,2021,29.99,"50,000","100,000","75,000",Latitude,Latitude
9120,Heart Fragment,July,2021,0,"20,000","20,000","20,000",Starfield Gaming,Starfield Gaming
9121,Divided Reigns,April,2021,14.99,"20,000","20,000","20,000","Andrew Ryan Henke, Adam Dover",Nostalgia Addict Games
9122,樱雪集～Yuyuko's Butterfly Dream,February,2019,3.99,"20,000","20,000","20,000",Mescaline's Wings,Mescaline's Wings
9123,Tales of Monkey Island Complete Pack: Chapter 5 - Rise of the Pirate God,December,2009,14.99,"20,000","50,000","35,000",Telltale,Telltale
9124,星礼研究所 | Sighchology Research Lab,December,2019,2.99,"20,000","20,000","20,000",Kalaicoconut Studio,Kalaicoconut Studio
9125,Kung Fu Grand King,April,2022,10.39,"20,000","20,000","20,000",Aburasobabiyori,Kagura Games
9126,Circus Electrique,September,2022,19.99,"20,000","20,000","20,000",Zen Studios,Saber Interactive
9127,Cladun X2,August,2012,9.99,"20,000","50,000","35,000",System Prisma,"NIS America, Inc."
9128,Sketch Tales,September,2015,1,"20,000","20,000","20,000",8D Studio,8D Studio
9129,"I, Gladiator",April,2015,7.99,"20,000","50,000","35,000",Steel Monkeys,Next Dimension Game Adventures Ltd.
9130,Tactics & Strategy Master 2:Princess of Holy Light（圣光战姬）,April,2019,7.99,"20,000","50,000","35,000",Gemini Stars Games,Gemini Stars Games
9131,Dungeon Scavenger,August,2019,5.59,"20,000","20,000","20,000",Vidama Software LLC,Vidama Software LLC
9132,Berserk Mode,January,2022,7.99,"20,000","20,000","20,000",Adam Travers,Adam Travers
9133,Geneforge 5: Overthrow,November,2008,19.99,"50,000","100,000","75,000",Spiderweb Software,Spiderweb Software
9134,Hot Spring Hero,April,2022,18.99,"20,000","20,000","20,000",EXAMGAMES,OTAKU Plan
9135,Obsidian Prince,May,2022,11.99,"50,000","100,000","75,000",Unleash the Giraffe,"Unleash the Giraffe, Gameclaw Studio"
9136,RUINSMAGUS,July,2022,34.99,"20,000","20,000","20,000",CharacterBank inc,"CharacterBank inc, Mastiff"
9137,Alphadia Genesis,January,2015,9.99,"20,000","50,000","35,000",EXE-CREATE,KEMCO
9138,Psychic Guardian Super Splendor,May,2021,14.99,"20,000","20,000","20,000",No Future,Kagura Games
9139,Princess Serena ~Raid of Demon Legion~,September,2017,1.99,"20,000","20,000","20,000",Dieselmine,Dieselmine
9140,Urban Tale,December,2019,11.99,"20,000","20,000","20,000",WASD Games,WASD Games
9141,STELLATUM,September,2015,7.99,"20,000","50,000","35,000",Satur Entertainment,Satur Entertainment
9142,bit Dungeon,August,2019,0.49,"20,000","20,000","20,000",Kinto Games LLC,Kinto Games LLC
9143,Monster Girls and the Mysterious Adventure,January,2020,18.99,"20,000","20,000","20,000",NEKOTOKAGE GAMES,NEKOTOKAGE GAMES
9144,Olaguna Chronicles,August,2021,14.99,"20,000","20,000","20,000",SELeft Studio,Lycian Studio
9145,Dark Fantasy 2: Jigsaw Puzzle,May,2019,2.99,"20,000","20,000","20,000",NAISU,NAISU
9146,EBOLA 3,September,2022,16.99,"50,000","100,000","75,000",indie_games_studio,indie_games_studio
9147,Swords and Sandals 5 Redux: Maximus Edition,January,2018,6.99,"20,000","50,000","35,000",Whiskeybarrel Studios,eGames.com
9148,Egress,October,2019,14.99,"20,000","20,000","20,000",Fazan,Fazan
9149,Ary and the Secret of Seasons,September,2020,39.99,"20,000","20,000","20,000","eXiin, Fishing Cactus",Modus Games
9150,Next Up Hero,June,2018,19.99,"20,000","50,000","35,000",Digital Continue,Aspyr
9151,Mirador,July,2019,14.99,"20,000","50,000","35,000",Sauropod Studio,Sauropod Studio
9152,Starfighter: Infinity,July,2019,19.99,"20,000","20,000","20,000",Ben Olding Games,Ben Olding Games
9153,World Seed Classic,February,2020,5.99,"20,000","50,000","35,000",Kortes,Ape Egg
9154,Avadon 3: The Warborn,September,2016,19.99,"20,000","20,000","20,000",Spiderweb Software,Spiderweb Software
9155,Watcher Chronicles,January,2022,19.99,"20,000","20,000","20,000",Third Sphere Game Studios,Third Sphere Game Studios
9156,Game Dev Masters,June,2022,14.99,"20,000","20,000","20,000",Ryan Saunders,One Man Media
9157,The Tenth Line,March,2017,7.99,"20,000","20,000","20,000",Sungazer Software,Sungazer Software
9158,Great eSports Manager,August,2017,9.99,"20,000","20,000","20,000",Fedora Collective,Fedora Collective
9159,The Outbound Ghost,September,2022,15.99,"20,000","50,000","35,000",Conradical Games,Digerati
9160,Daily Chthonicle: Editor's Edition,September,2016,3.99,"200,000","500,000","350,000",Sinister Systems,Sometimes You
9161,Deadnaut,November,2014,9.99,"50,000","100,000","75,000",Screwfly Studios,Screwfly Studios
9162,Summon of Asmodeus,April,2019,6.99,"20,000","20,000","20,000",PinkPeachStudio,PinkPeach
9163,The Memory of Eldurim,February,2014,0.99,"20,000","50,000","35,000",Liminal Games,Liminal Games
9164,你已经猜到结局了吗,July,2022,7.99,"20,000","50,000","35,000",橘音,橘音
9165,The Treehouse Man,February,2019,2.49,"20,000","50,000","35,000",Hunchback Studio,Hunchback Studio
9166,Heads Will Roll,September,2021,4.99,"20,000","20,000","20,000",1917 Studios,1917 Studios
9167,Streamer's Life,July,2019,4.99,"20,000","20,000","20,000",Just Making Games,Just Making Games
9168,Marle: The Labyrinth of the Black Sea,May,2019,6.49,"20,000","50,000","35,000",Yumenamakon,Kagura Games
9169,Dungeon of Elements,June,2014,9.99,"50,000","100,000","75,000",Frogdice,Frogdice
9170,Damned Daniel,November,2018,2.99,"20,000","50,000","35,000",Red Mouse Games,Red Mouse Games
9171,Under One Wing,February,2019,29.99,"20,000","20,000","20,000",Harmorise,Sol Press
9172,Diary of Lucie,November,2020,12.99,"20,000","20,000","20,000",Parange Project,Parange Project
9173,Dragon Creek,May,2021,14.99,"20,000","20,000","20,000",∇,∇
9174,Terrain of Magical Expertise,September,2021,24.99,"20,000","20,000","20,000",NEO-C Productions L.L.C,Fulqrum Publishing
9175,猫不语,November,2021,6.99,"20,000","20,000","20,000",库库尔坎游戏工作室,库库尔坎游戏工作室
9176,FLAMBERGE,March,2015,9.99,"20,000","20,000","20,000",HYDEZEKE,"Hammerware, s.r.o."
9177,Machine Made: Rebirth,October,2017,4.99,"50,000","100,000","75,000",Proteus Studios,Sometimes You
9178,Swarm the City: Zombie Evolved,June,2022,4.49,"20,000","20,000","20,000",Seed Lab,Seed Lab
9179,Discord Rich Me! (Custom Rich Presence),September,2022,3.99,"20,000","20,000","20,000",Varstep Studios,Varstep Studios
9180,Kingdom Wars 4,October,2021,10.99,"20,000","20,000","20,000",Reverie World Studios,Reverie World Studios
9181,Our Love Will Grow,December,2015,4.99,"20,000","50,000","35,000",John Wizard,John Wizard
9182,rooMaze,March,2017,0,"50,000","100,000","75,000",ChairKilling,Sometimes You
9183,Alvora Tactics,June,2017,9.99,"20,000","20,000","20,000",Rad Codex,Rad Codex
9184,Fidget Spinner RPG,May,2022,1.99,"20,000","50,000","35,000",Bryce Summer,Bryce Summer
9185,Adventure Land - The Code MMORPG,January,2019,14.99,"20,000","20,000","20,000",Kaan Soral,Kaan Soral
9186,Star Explorers,May,2018,4.99,"20,000","50,000","35,000",Schmidt Workshops,Schmidt Workshops
9187,Kult: Heretic Kingdoms,November,2004,4.99,"50,000","100,000","75,000",Games Farm,Games Farm
9188,Explorers of the Abyss,June,2021,15.99,"20,000","20,000","20,000",Kagura Games,Kagura Games
9189,Survival Camp,December,2019,10.99,"20,000","20,000","20,000",Skeleton Star Game,Skeleton Star Game
9190,Detective Hayseed - Hollywood,October,2016,14.99,"20,000","20,000","20,000",Zima software,Zima software
9191,SLAMMED!,January,2015,5.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9192,Fates of Ort,March,2020,14.99,"20,000","20,000","20,000",8BitSkull,8BitSkull
9193,PLATI NALOG: Favorite Russian Game,March,2018,0.99,"20,000","20,000","20,000",CSM,W.T.B.
9194,MONARK,February,2022,59.99,"20,000","20,000","20,000",FURYU Corporation,"NIS America, Inc."
9195,Circadian City,October,2020,11.99,"20,000","20,000","20,000",Nowhere Studios,Way Down Deep
9196,Ordeal of Princess Eris,June,2019,7.49,"20,000","50,000","35,000",Asakiyumemishi,Kagura Games
9197,Science Girls,May,2009,4.99,"50,000","100,000","75,000",Spiky Caterpillar,Hanako Games
9198,LOST SPHEAR,January,2018,14.99,"20,000","50,000","35,000",Tokyo RPG Factory,Square Enix
9199,拯救大魔王2:逆流 Falsemen2:Upstream,June,2020,10.99,"20,000","20,000","20,000","吃了就睡工作室, 夜神不说话",吃了就睡工作室
9200,My Cat Girl Lover,August,2022,1.59,"20,000","20,000","20,000","琉璃花糖制作组, Garakowa Marshmallow","WindField Games, 琉璃花糖制作组, Garakowa Marshmallow"
9201,Breach Wanderers,June,2021,14.99,"20,000","20,000","20,000",Baronnerie Games,Baronnerie Games
9202,Chaos Galaxy 2,July,2022,15.99,"20,000","20,000","20,000",Han Zhiyu,ChaosGalaxyStudio
9203,Oaken,May,2022,14.39,"20,000","20,000","20,000",Laki Studios,"Goblinz Publishing, Surefire.Games"
9204,Fallen Angel,October,2020,5.99,"20,000","20,000","20,000",Matrioshka Games,"V Publishing, Surefire.Games"
9205,Giants Uprising,November,2021,19.99,"20,000","20,000","20,000",VARSAV Game Studios,VARSAV Game Studios
9206,I Shall Remain,August,2015,9.99,"20,000","50,000","35,000",Scorpius Games,Scorpius Games
9207,Mechajammer,December,2021,24.99,"50,000","100,000","75,000",Whalenought Studios,Modern Wolf
9208,Dungeon Defenders: Going Rogue,March,2022,7.49,"20,000","50,000","35,000",Chromatic Games,Chromatic Games
9209,The Endless Empty,November,2018,3.99,"20,000","20,000","20,000",Erik Sheader-Smith,Erik Sheader-Smith
9210,Draft of Darkness,July,2021,9.99,"20,000","20,000","20,000",Crawly Games,Crawly Games
9211,Summum Aeterna,June,2022,15.99,"20,000","20,000","20,000",Aeternum Game Studios S.L,Aeternum Game Studios S.L
9212,Unferat,May,2020,5.99,"20,000","20,000","20,000",Reb_Orn,Reb_Orn
9213,Event Horizon,December,2018,5.99,"20,000","50,000","35,000",Pavel Zinchenko,Pavel Zinchenko
9214,The Celtos,February,2020,0,"50,000","100,000","75,000",Celtos,The Celtos
9215,Car Dealer,April,2020,7.99,"20,000","20,000","20,000",piratecat games,piratecat games
9216,Mad Nords: Probably an Epic Quest,December,2016,5.99,"20,000","20,000","20,000",Dragon's Games,Dragon's Games
9217,moon: Remix RPG Adventure,December,2021,18.99,"20,000","20,000","20,000",Onion Games,Onion Games
9218,Shine's Adventures 2 (Zombie Attack),September,2019,2.99,"20,000","20,000","20,000",ShineProject,ShineProject
9219,Choice of Rebels: Uprising,November,2017,6.99,"20,000","20,000","20,000",Choice of Games,Choice of Games
9220,Lazy Galaxy 2,March,2022,7.99,"20,000","20,000","20,000",Coldwild Games,Coldwild Games
9221,Desktopia: A Desktop Village Simulator,August,2022,9.99,"20,000","20,000","20,000",The Evergloom Team,The Evergloom Team
9222,A.D. 2047,July,2021,19.99,"50,000","100,000","75,000",Leenzee Games,Leenzee Games
9223,Dungeon Kingdom: Sign of the Moon,November,2015,18.99,"20,000","20,000","20,000",Hydro Games,Hydro Games
9224,Operation Abyss: New Tokyo Legacy,March,2017,19.99,"20,000","20,000","20,000","MAGES. Inc., 5pb., Experience Inc.","NIS America, Inc."
9225,Star Nomad 2,December,2015,12.99,"50,000","100,000","75,000",Huy Phan,Huy Phan
9226,Night Sing,July,2019,5.99,"20,000","20,000","20,000",VKGame,SakuraGame
9227,Ouroboros,May,2018,4.99,"20,000","20,000","20,000",Sierra Lee,Sierra Lee
9228,Monkey King Simulator -- Chapter Huaguo Mountain,October,2021,0.64,"20,000","20,000","20,000",ShinningCloud Studio,ShinningCloud Studio
9229,Dead Event,November,2021,4.99,"20,000","20,000","20,000",SourJ,Lingon Studios
9230,Empires in Ruins,March,2021,10.79,"20,000","20,000","20,000",Hammer and Ravens,"Hammer&Ravens, WhisperGames"
